ui,vi,wi
36.79,-10.21,-3.78
34.45,-12.49,-4.48
33.06,-12.61,-4.72
29.45,-15.27,-4.54
26.46,-19.28,-4.76
26.11,-18.44,-4.71
25.79,-18.75,-4.29
28.02,-18.83,-4
27.98,-20.11,-4.71
27.82,-18.35,-4.49
29.87,-17.41,-4.43
31.34,-15.53,-4.15
32.27,-13.34,-4.13
32.5,-14.31,-4.46
32.75,-13.38,-4.8
31.47,-14.5,-5.02
28.82,-18.2,-5.69
28.18,-15.71,-5.34
29.22,-15.91,-5.27
28.34,-16.61,-5.43
29.4,-12.95,-5.12
29.23,-11.83,-4.82
29.6,-11.25,-4.83
31.01,-11.83,-4.83
31.04,-11.51,-4.96
31.49,-13.2,-5.89
33.64,-9.78,-6.34
33.53,-6.56,-6.33
30.35,-9.26,-7.2
29.97,-12.78,-7.89
27.41,-14.14,-8.33
26.62,-15.39,-8.03
26.94,-15.01,-7.99
25.81,-12.31,-7.72
30.26,-14.78,-7.87
32.32,-9.02,-8
31.17,-11.39,-8.2
29.6,-9.95,-8.47
27.24,-10.94,-8.63
28.46,-10.68,-7.98
29.34,-14.14,-7.66
28.6,-15.05,-7.99
28.56,-10.45,-7.28
31.33,-9.81,-7.33
33.79,-5.79,-7.03
33.47,-5.21,-7.88
33.69,-1.75,-7.86
31.32,-4.78,-7.62
33.14,-5.52,-7.36
33.79,-6.14,-8.02
34.37,-3.74,-8.03
33.55,-6.95,-8.72
32.27,-9.07,-9.25
31.47,-7.01,-9.21
30.97,-8.63,-9.32
32.2,-9.19,-9.14
33.27,-5.78,-8.67
34.41,-4.94,-8.89
35.45,-4.18,-8.86
35,-2.89,-8.59
35.18,-1.72,-8.54
33.82,-3.72,-8.94
34.15,-5.31,-9.41
34.66,-6.73,-9.89
33.58,-6.58,-10.13
33.95,-4.43,-10.51
32.8,-1.5,-9.96
31.33,-1.61,-9.63
30.05,-5.19,-9.28
29.01,-6.33,-8.68
28.38,-8.93,-9.14
27.5,-11.78,-9.1
28.4,-13.26,-8.83
28.59,-10.96,-8.33
27.97,-13.91,-8.58
28.65,-12.52,-8.83
29.38,-11.1,-8.48
28.47,-9.5,-8.4
26.27,-12.11,-8.13
26.17,-13.01,-7.2
24.72,-10.89,-6.48
22.48,-14.61,-6.23
20.12,-23.47,-6.71
20.11,-20.97,-6.04
22.13,-23.36,-5.47
25.7,-19.73,-4.76
26.01,-17.25,-4.6
27.65,-19.4,-4.97
31.44,-13.18,-4.34
29.89,-12.82,-4.38
32.06,-10.94,-4.25
29.16,-12.99,-4.48
29.18,-13.95,-4.38
26.98,-12.9,-4.28
26.84,-16.26,-4.34
24.88,-19.55,-4.8
26.78,-18.73,-5.07
24.09,-16.78,-5.18
24.36,-18.64,-5.26
22.68,-20.52,-5.2
22.93,-19.95,-4.79
22.85,-21.66,-4.86
21.88,-18.06,-4.41
20.64,-16.47,-3.27
20.41,-21.75,-2.71
21.8,-22.38,-1.88
24.98,-22.35,-1.41
27.7,-18.23,-0.83
26.55,-18.16,-0.96
27.78,-16.19,-0.91
26.4,-15.08,-1.44
28.93,-14.9,-1.44
30.99,-20.03,-2.93
33.75,-15.12,-3.29
32.06,-12.12,-2.58
25.75,-13.93,-2.42
25.15,-17.99,-2.58
26.05,-19.03,-2.75
27.9,-18.18,-2.68
28.98,-20.66,-2.79
24.5,-20.76,-3.17
25.05,-22.83,-3.31
25.85,-24.12,-3.56
26.16,-22.64,-3.48
27.1,-20.17,-2.39
30.47,-22.45,-1.64
34.15,-20.34,-1.45
31.82,-18.25,-0.75
31.84,-18.86,-0.72
31.06,-21.57,-1.44
31.26,-16.97,-2.17
30.8,-16.4,-2.67
28.81,-17.86,-2.87
29.92,-17.43,-3.34
29.26,-19.84,-4.84
29.64,-21.43,-6.18
29.73,-18.65,-5.74
29.63,-19.51,-5.05
22.26,-23.47,-4.65
16.9,-26.61,-3.53
17.37,-25.94,-2.39
19.32,-29.99,-2.37
21.94,-29.87,-2.31
21.8,-26.38,-2.6
23.78,-24.84,-2.35
23.64,-23.53,-2.1
26.62,-21.18,-2.09
25.32,-19.81,-2.79
25.49,-19.22,-3.08
27.1,-18.62,-3.09
27.25,-19.45,-2.8
25.81,-18.61,-3.1
26.48,-19.17,-3.51
26.13,-18.38,-3.33
26.31,-15.77,-3.42
28.11,-16.94,-3.91
30.54,-14.34,-4.56
30.5,-10.87,-4.54
29.52,-11.17,-4.36
26.57,-15.8,-4.86
27.31,-17.4,-5.3
27.21,-14.6,-5.07
28.14,-13.95,-4.94
27.99,-16.3,-5.39
28.59,-15.03,-5.39
28.99,-14.14,-5.54
28.44,-14.17,-5.61
27.93,-14.99,-5.48
25.2,-16.14,-5.22
25.12,-17.36,-5.1
24.5,-15.81,-4.79
24.88,-16.51,-4.37
25.12,-17.3,-4.19
25.19,-17.92,-3.63
25.23,-17.53,-3.39
25.75,-19.6,-3.25
26.98,-19.25,-3.03
26.73,-16.48,-2.71
26.71,-15.48,-2.58
25.57,-16.84,-2.98
25.67,-17.92,-2.88
25.55,-15.7,-2.35
26.81,-14.71,-1.82
27.39,-13.61,-1.64
28.14,-14.47,-1.54
29.93,-14.05,-1.83
31.51,-10.11,-1.93
31.38,-9.32,-2.3
29.32,-7.83,-2.09
28.29,-10.65,-1.99
26.48,-14.42,-1.78
27.12,-12.53,-1.98
30.31,-8.2,-1.47
32.17,-7.53,-1.79
31.62,-7.37,-2.28
30.2,-9.7,-2.95
27.58,-9.61,-3.1
29.2,-11.97,-3.28
29.53,-7.98,-3.09
29.26,-11.12,-3.36
25.28,-10.13,-2.71
25.96,-13.97,-2.87
26.3,-14.18,-2.66
25.92,-14.46,-1.96
27.85,-14.79,-1.76
31.06,-12.21,-1.12
33.74,-11.81,-1.4
33.01,-9.88,-2.07
30.8,-12.56,-2.85
29.82,-14.33,-3.46
30.57,-10.53,-3.23
30.89,-10.05,-3.27
31.55,-9.69,-3.42
29.98,-10.16,-3.6
31.7,-10.75,-3.83
29.37,-10.36,-3.94
28.72,-12.97,-4.31
28.46,-12,-3.97
28.01,-13.29,-3.95
29.16,-14.16,-3.93
30.11,-13.17,-4.33
29.2,-12.21,-4.87
30.25,-13.12,-4.93
30.4,-10.39,-4.58
30.7,-11.54,-4.78
29.43,-12.23,-5.04
29.78,-10.22,-4.4
29.81,-8.15,-4.05
29.46,-12.61,-4.5
26.94,-11.39,-4.54
26.87,-11.69,-4.51
27.17,-13.52,-4.99
27.28,-12.72,-4.93
28.37,-11.22,-5.27
30.81,-11.24,-5.36
30.67,-8.59,-5.23
29.77,-8.33,-5.77
31.36,-9.15,-6.56
33.68,-5.3,-6.94
29.63,-5.41,-7.62
27.85,-9.41,-7.75
25.44,-7.84,-6.36
29.5,-8.6,-4.66
21.52,-7.15,-1.91
29.99,-17.05,0.09
35.99,-15.11,-0.75
34.57,-17.14,-4.69
30.77,-10,-6.08
31.44,-8.7,-5.89
31.77,-8.41,-5.99
33.51,-10.07,-5.75
31.86,-4.66,-5.43
34.76,-1.46,-4.73
35.86,0.9,-5.56
35.44,-0.02,-4.72
36.16,-2.93,-4.21
34.82,-0.04,-2.74
38.31,4.7,-0.36
39.49,-10.59,-1.54
33.77,-7.02,-1.11
27.28,-17.3,-0.7
28.29,-18.06,-0.09
27.72,-21.66,-0.41
31.02,-16.1,-1.92
30.21,-12.71,-2.27
29.48,-11.39,-1.65
28.1,-13.34,-1.52
29.92,-13.32,-1.51
29.96,-12.75,-1.31
31.21,-11.56,-1.31
32.23,-9.83,-1.8
32.68,-7.89,-1.85
32.26,-8.54,-2.35
32.01,-8.8,-2.77
31.87,-8.42,-3.18
31.61,-7.31,-2.76
29.46,-5.28,-2.67
26.49,-3.8,-1.56
20.15,-5.78,-1.04
18.23,-9.78,0.33
21.63,-12.49,2.94
12.11,-23.16,3.27
13.03,-27.3,3.09
13.82,-27.14,3.2
14.46,-38.08,0.25
16.99,-17.22,1.24
15.79,-21.34,1.58
25.18,-24.54,2.99
39.18,-12.95,1.69
36.49,-8.41,0.16
32.27,-12.2,-1.72
29.48,-10.92,-2.55
30.44,-8.65,-2.49
31.33,-4.96,-2.61
29.61,-7.83,-3.16
29.46,-7.06,-2.91
29.97,-6.78,-2.65
28.61,-11.1,-3.25
28.22,-9.25,-3.36
28.49,-9.97,-3.55
27.59,-11.86,-4.34
25.27,-11.21,-5.08
26.17,-11.91,-6
26.53,-10.45,-5.89
26.71,-10.1,-5.34
26.73,-11.23,-5.16
25.84,-9.59,-4.48
24.94,-12.22,-4.17
26.27,-11.38,-3.97
28.21,-11.23,-4.52
28.19,-8.69,-4.51
30.3,-5.13,-4.33
29.19,-5.09,-4.76
28.84,-6.08,-5.3
26.47,-10.29,-5.72
27.1,-9.69,-5.4
25.41,-14.4,-5.17
23.47,-13.61,-3.53
27.68,-13.05,-2.98
31.14,-8.58,-2.59
32.62,-7.01,-2.18
32.65,-4.8,-2.24
30.39,-7.07,-2.3
30.57,-7.58,-2.13
31.65,-8.49,-1.68
33.08,-8.77,-2.36
34.64,-10.1,-2.72
35.84,-11.18,-2.94
33.17,-10.6,-2.79
30.92,-11.23,-2.79
29.75,-11.54,-2.79
31.71,-10.14,-2.48
34.89,-6.95,-2.53
37.63,-6.18,-3.67
35.54,-6.89,-4.77
34.33,-8.5,-4.92
32.32,-6.37,-4.71
32.76,-10.14,-4.4
32.66,-9.04,-3.59
33.63,-7.51,-3.2
31.72,-6.84,-2.3
31.44,-10.49,-1.38
32.32,-13.68,-1.23
33.55,-11,-1.43
35.4,-8.6,-1.17
33.96,-6.68,-0.68
33.97,-10.34,-0.66
33.41,-11.39,-0.36
34.32,-8.16,0.09
34.17,-8.68,0.18
32.21,-9.75,-0.24
32.44,-10.15,-0.54
34.4,-9.6,-0.86
33.66,-6.09,-0.56
33.43,-8.32,-1.08
32.24,-7.58,-0.61
31.74,-8.01,-0.3
31.38,-7.89,0.26
32.07,-8.92,0.61
31.69,-9.52,0.91
31.84,-9.39,0.78
32.82,-6.42,1.23
28.91,-7.48,1.38
24.45,-15.19,0.98
26.37,-18.43,1.09
28.76,-13.15,1.75
30.92,-12.44,1.68
30.81,-11.64,0.96
30.75,-11.58,0.23
30,-11.51,-0.11
29.53,-11.52,-0.4
29.53,-9.74,-0.58
29.82,-10.88,-0.95
30,-9.15,-1.03
28.86,-10.68,-1.47
27.24,-10.1,-1.72
28.23,-10.37,-1.98
29.42,-9.42,-1.91
28.33,-8.25,-1.71
27.53,-7.97,-1.72
27.9,-7.57,-1.4
28.04,-6.98,-0.86
29.66,-7.4,-0.96
28.51,-8.92,-1.08
29.83,-7.67,-1.28
29.55,-7.42,-1.12
30.79,-5.65,-1.61
29.15,-7.81,-1.92
28.9,-8.92,-2.41
29.51,-7.61,-2.89
30.95,-7.56,-3.3
30.6,-6.39,-3.53
28.25,-7.91,-3.62
28.72,-10.74,-3.61
29.46,-8.43,-3.72
26.45,-8.89,-3.98
23.49,-11.35,-3.68
23.6,-11.4,-3.3
24.91,-9.04,-3.09
25.25,-12.32,-3.31
25.82,-12.11,-3.3
25.89,-11.58,-3.19
24.4,-11.85,-3.03
23.88,-15.04,-2.84
24.47,-15.04,-2.9
26.15,-13.34,-2.25
26.59,-15.34,-2.51
26.28,-17.91,-2.96
24.61,-18.03,-3.25
26.25,-17.47,-3.32
27.13,-15.14,-3.18
25.54,-15.84,-2.64
30.45,-16.9,-3.02
35.27,-11.62,-3.08
33.33,-5.83,-2.92
32.41,-3.81,-2.83
33.05,-4.35,-2.95
32.17,-0.29,-2.72
34.12,-4.84,-2.65
35.26,-2.42,-1.62
33.78,-2.9,-1.52
35.27,-8.48,-3.03
35.16,-6.62,-3.53
32.95,-7.02,-3.08
32.62,-6.7,-3.28
32.9,-6.18,-2.66
31.9,-4.26,-2.2
31.97,-6.19,-2.02
32.27,-7,-1.66
32.24,-9.74,-1.22
32.98,-11.69,-1.35
30.57,-8.18,-1.4
28.03,-11.26,-1.14
27.75,-14.89,-1.59
28.73,-15.72,-2.09
25.97,-12.89,-2.63
28.21,-14.15,-3.02
27.54,-14.91,-3.24
27.04,-16.24,-3.58
27.63,-13.92,-3.61
27.13,-12.13,-3.25
28.44,-14.92,-3.32
29.01,-13.79,-3.58
29.91,-13.93,-3.7
28.04,-13.06,-3.46
27.29,-15.98,-2.6
26.88,-19.51,-2.24
28.28,-19.89,-1.24
26.46,-20.9,-0.04
28.22,-19.3,0.45
29.79,-18.06,0.6
27.97,-19.22,-0.04
28.99,-19.16,-0.31
28.62,-20.06,-0.89
30.76,-19.13,-1.02
30.8,-17.51,-1.33
32.41,-16.21,-1.6
33,-13.46,-1.36
32.02,-11.2,-1.37
29.98,-11.52,-1.23
29.76,-11.74,-1.63
30.17,-9.92,-1.57
30.52,-10.75,-1.88
30,-9.8,-2.01
30.13,-8.71,-2.23
31.67,-8.7,-2.49
31.76,-10.03,-2.13
30.11,-10.95,-2.24
29.75,-11.52,-2.32
30.1,-11.95,-2.08
31.21,-11.48,-1.55
32.68,-10.22,-1.55
33.51,-11.46,-2.12
32.77,-12.97,-2.11
30.86,-10.33,-1.92
30.11,-11.2,-1.46
32.03,-12.89,-1.9
32.48,-10.97,-2.01
32.78,-9.49,-2.57
31.77,-7.17,-2.65
31.46,-11.16,-3.21
30.61,-10.73,-3.61
30,-10.94,-3.93
30.81,-9.18,-3.51
31.32,-9.67,-3.98
32.75,-8.16,-4.02
32.83,-7.62,-4.49
30.85,-9.9,-5.19
29.82,-7.14,-5.01
24.94,-10.58,-3.57
24.07,-18.85,-2.75
24.49,-20.46,-2.03
30.67,-19.92,-1.52
30.5,-17.91,-1.76
28.75,-16.53,-1.38
29.86,-13.88,-1.42
33.58,-12.44,-0.78
32.96,-13.72,-1.66
30.21,-11.46,-1.59
30.42,-12.08,-1.67
28.4,-11.13,-1.54
28.96,-11.64,-1.56
29.88,-10.11,-1.45
31.1,-10.06,-1.86
29.19,-10.87,-1.92
28.81,-12.76,-2.29
29.11,-8.26,-1.91
29.47,-8.16,-1.41
31.85,-9.18,-1.76
30.8,-8.23,-2.02
28.99,-9.84,-1.97
28.67,-11.8,-2.04
30.48,-8.08,-1.88
29.73,-8.25,-1.92
26.75,-9.63,-1.63
25.06,-12.93,-1.57
25.07,-17.38,-1.31
25.22,-18.11,-1.28
23.56,-19.78,-1.44
24.86,-18.1,-0.66
27.19,-16.99,0.09
30.36,-14.1,0.74
33.66,-11.35,1.23
35.7,-7.8,1.31
37.54,-8.81,0.33
37.35,-5.97,-0.47
34.54,-5.15,-0.77
32.56,-7.87,-1.47
31.73,-8.4,-1.62
30.5,-9.77,-1.7
31.24,-10.49,-1.73
32.98,-12.24,-2.24
34.71,-8.38,-3.12
33.22,-4.94,-3.31
32.42,-6.14,-3.64
28.85,-8.35,-3.57
26.18,-11.81,-3.4
27.76,-13.85,-2.57
29.86,-15.29,-2.36
29.17,-11.92,-1.61
29.32,-12.15,-1.47
32.53,-12.01,-1.55
36.72,-8.01,-2.2
37.55,-5.44,-3.49
35.77,-4.3,-4.12
33.52,-6.76,-4.79
30.52,-8.48,-5.26
29.36,-10.13,-4.91
30.24,-10.93,-4.29
33.36,-7.89,-3.96
33.34,-4.05,-3.3
37.25,-7.38,-3.52
39.86,-1.92,-3.49
38.7,1.3,-4.24
35.35,-5.13,-4.78
32.93,-3.54,-4.92
31.29,-8.64,-4.88
32.41,-8.78,-4.96
30.96,-9.61,-4.98
32.61,-9.25,-5.3
31.83,-7.94,-5.18
33.68,-6.07,-3.88
29.97,-7.85,-3.61
30.43,-8.24,-3.67
28.76,-4.53,-3.16
27.61,-10.88,-2.91
33.14,-13.88,-3.21
38.25,-10.37,-4.28
37.34,-4.52,-4.7
31.39,-5.32,-5.08
24.66,-11.44,-4.76
24.75,-15.95,-4.19
23.53,-15.31,-3.31
23.72,-17.03,-3.51
28.01,-14.41,-3.42
28.98,-10.25,-2.91
29.1,-10.88,-3.03
30.12,-11.47,-3.4
28.36,-12.79,-3.81
27.96,-17.95,-4.81
26.62,-16.49,-4.49
27.44,-11.33,-3.4
28.64,-10.19,-2.91
28.28,-11.83,-2.88
29.15,-12.42,-3.21
29.54,-10.33,-3.22
29.11,-8.63,-3.24
28.18,-5.43,-2.74
28.62,-11.39,-2.91
28.7,-7.49,-2.87
28.55,-6.62,-2.64
27.48,-7.26,-2.73
27.58,-8.82,-2.65
26.13,-9.26,-2.84
25.69,-7,-2.59
25.03,-6.88,-2.57
25.47,-8.99,-1.93
26.96,-11.24,-1.81
27.72,-10.13,-1.6
28.53,-9.85,-1.56
30.64,-9.22,-1.73
31.05,-9.01,-1.92
30.16,-11.08,-2.4
30.53,-10.86,-3.14
30.35,-13.84,-3.81
32.57,-10.7,-4.41
31.29,-10.33,-5.13
31.79,-9.38,-4.92
31.23,-9.22,-4.83
29.8,-9.13,-4.53
26.98,-8.04,-3.41
26.59,-13.32,-3.15
24.93,-17.45,-3.42
22.72,-15.56,-2.61
23.83,-16.57,-2.9
24.26,-17.47,-2.94
26.82,-13.2,-2.47
30.13,-14.06,-2.93
29.36,-13.52,-3.88
28.69,-12.56,-4.45
29.22,-10.99,-4.04
27.31,-10.46,-4.06
23.82,-15.68,-4.34
21.05,-22.26,-5.26
19.97,-21.76,-5.55
20.45,-19.45,-5.21
21.8,-18.15,-4.83
22.25,-15.81,-4.82
24.31,-16.33,-5.2
25.71,-17.11,-5.23
27.04,-16.25,-5.04
25.2,-18.78,-5.39
24.3,-15.56,-4.53
20.21,-18.79,-4.09
21.1,-21.97,-3.87
20.34,-24.94,-4.77
20.74,-22.67,-5.11
21.03,-23.39,-5.18
22.48,-20.64,-4.98
23.54,-21.28,-4.56
21.5,-24.21,-5.1
23.75,-19.77,-4.66
21.75,-23.75,-5.13
20.02,-24.81,-5.58
18.71,-25.8,-5.96
21.82,-26.84,-5.89
25.26,-19.97,-5.46
26.96,-21.18,-5.94
27.8,-17.93,-5.88
26.93,-18.03,-5.57
26,-18.88,-5.09
26.26,-18.35,-4.91
25.66,-18.4,-4.79
27.88,-15.07,-4.01
27.66,-16.35,-4.57
28.04,-17.88,-5.38
27.71,-15.44,-4.92
27.09,-18.96,-4.72
24.44,-17.34,-3.46
22.74,-21.32,-3.42
24.3,-19.04,-3.83
26.62,-15.35,-3.49
27.84,-14.52,-3.4
27.72,-14.24,-3.57
28.89,-13.92,-3.37
29.16,-16.46,-3.01
29.45,-15.13,-2.64
30.43,-14.78,-2.55
30.78,-14.12,-2.44
29.41,-14.83,-2.58
29.31,-16.98,-2.63
28.32,-18.46,-2.55
29.08,-16.66,-2.13
31.24,-14.43,-1.87
32.62,-13.8,-1.94
33.22,-13.41,-2.19
32.93,-12.37,-2.57
32.79,-13.06,-2.67
33.85,-13.57,-2.93
33.51,-11.27,-3.47
33.7,-8.39,-3.99
32.16,-9.02,-4.38
31.82,-8.53,-4.26
31.62,-10.05,-4.5
31.5,-9.38,-4.45
32.47,-12.05,-4.77
30.87,-11.04,-4.76
31.97,-11.97,-5.03
31.62,-12.23,-5.43
31.21,-12.51,-5.21
31.23,-12.19,-4.9
31.74,-13.09,-5.26
31.08,-9.94,-4.92
29.96,-11.79,-4.9
28.63,-16.59,-5.14
26.52,-15.97,-4.92
27.87,-17.44,-4.6
26.33,-15.86,-4.39
28.38,-16.55,-3.7
29.15,-15.28,-3.17
29.6,-13.52,-3.01
32.23,-9.94,-2.32
32.07,-10.04,-2.18
31.38,-8.07,-1.6
32.41,-11.37,-2.2
29.7,-13.51,-1.99
29.85,-11.88,-1.57
32.19,-11.57,-1.54
31.64,-10.5,-1.9
31.71,-10.27,-2.2
31.08,-9.23,-2.31
30.64,-10.28,-2.55
29.78,-9.78,-3.08
28.72,-11.04,-3.13
27.43,-11.65,-3
26.79,-14.31,-3.22
27.78,-13.3,-3.59
27.06,-12.11,-3.57
26.51,-16.97,-3.52
28.02,-16.12,-3.85
26.08,-15.52,-3.42
25.57,-14.6,-3.43
25.36,-17.07,-3.34
26.24,-16.45,-3.07
26.99,-14.56,-2.94
27.96,-15.9,-3.04
27.51,-15.5,-3.11
27.07,-15.48,-2.97
25.6,-14.6,-2.38
25.01,-17.1,-2.38
24.1,-18.58,-2.24
24.13,-17.37,-2.29
22.74,-17.95,-2.55
22.33,-17.76,-2.67
26.21,-16.51,-2.99
25.9,-19.94,-2.95
24.91,-18.56,-3.24
25.59,-19.27,-3.64
27.01,-16.03,-2.95
26.26,-14.6,-2.58
28.16,-12.08,-1.79
26.83,-13.93,-1.99
28.44,-13.02,-2.03
28.94,-13,-1.86
29.06,-10.4,-2.11
30.19,-8.15,-2.66
31.02,-9.06,-3.08
32.52,-8.48,-3.03
30.73,-12.69,-3.9
31.94,-12.16,-4.48
34.04,-7.43,-4.84
32.58,-7.28,-4.85
31.08,-9.74,-4.93
28.94,-10.29,-5.43
28.78,-9.15,-4.92
28.44,-13.65,-4.55
30.35,-12.77,-4.28
30.51,-13.1,-4.17
32.24,-13.18,-4.5
33.28,-11.48,-4.84
30.35,-12.43,-4.72
29.99,-14.38,-4.79
29.37,-12.48,-4.31
29.61,-13.37,-3.7
32.24,-15.42,-4.4
34.44,-11.85,-4.84
34.87,-7.77,-4.84
34.19,-6.36,-4.43
33.04,-5.9,-3.73
32.07,-7.76,-3.09
30.87,-11.73,-2.74
31.96,-11.48,-2.18
32.87,-11.62,-2.63
33.07,-10.29,-3.14
32.41,-7.72,-3.17
31.51,-9.43,-2.92
29.19,-10.78,-2.87
28.63,-12.92,-3.51
28.84,-13.98,-3.89
31.01,-13.09,-3.97
33.16,-9.83,-4.28
33.91,-8.46,-4.52
32.12,-8.34,-5.28
28.24,-8.42,-5.39
25.74,-11.6,-5.9
25.04,-14.03,-5.73
24.89,-14.49,-5.36
24.3,-14.75,-5.48
23.86,-17.09,-6
23.49,-16.66,-6.75
23.45,-13.2,-6.58
22.61,-13.29,-6.38
22.14,-10.42,-6.22
23.47,-14.33,-6.72
25.88,-12.24,-6.77
26.24,-9.77,-6.6
26.3,-7.8,-6.11
22.59,-8.53,-5.33
18.25,-13.62,-4.86
15.81,-16.96,-4.05
17.21,-19.15,-3.49
16.97,-19.27,-2.58
18.39,-22.17,-2.8
18.08,-22.16,-2.76
18.08,-21.99,-2.64
20.88,-19.85,-2.35
21.62,-21.12,-2.97
20.27,-21.14,-3.23
21.29,-17.98,-3.31
22.17,-17.26,-3.63
21.75,-16.32,-3.58
22.1,-16.19,-3.56
24.3,-17.26,-3.72
25.84,-14.42,-4.08
27.92,-11.35,-3.98
27.57,-8.75,-3.86
26.53,-8.95,-3.66
23.92,-12.69,-4.21
23.53,-11.81,-4.28
24.31,-14.32,-4.36
25.36,-12.65,-4.24
22.84,-10.27,-3.36
23.19,-11.94,-2.8
21.84,-14.62,-3.11
20.95,-18.66,-3.61
23.01,-14.73,-3.01
22.91,-15.13,-2.83
21.88,-17.12,-2.88
24.09,-14.46,-2.54
22.25,-15.21,-2.7
25.75,-15.77,-2.83
28.28,-15.63,-3.56
28.17,-12.85,-3.99
28.02,-14.7,-4.58
28.15,-14.05,-5.09
27.16,-11.04,-5.08
27.7,-10.27,-5.35
27.22,-11.93,-5.92
27.81,-9.9,-5.8
27.56,-8.55,-5.33
26.43,-9.12,-3.77
28.64,-14.11,-3.85
28.14,-16.05,-4.81
28.76,-15.01,-5.49
25.52,-15.18,-5.12
27.41,-16.76,-4.9
28.01,-15.45,-5
26.6,-12.96,-5.19
23.19,-14.93,-5.61
22.01,-14.34,-5.6
25.01,-16.12,-5.97
28.25,-16.18,-6.8
28.05,-11.59,-6.81
27.21,-11.87,-6.32
26.63,-13.83,-6.66
26.06,-16.84,-6.76
26.49,-14.83,-7.02
24.79,-17.41,-6.85
22.87,-15.47,-6.76
23.4,-18.69,-6.51
24.97,-15.76,-6.24
24.85,-14.52,-6.09
25.73,-16.35,-6.3
23.99,-19.88,-6.77
22.81,-17.78,-6.73
22.9,-19.88,-7.03
22.86,-19.28,-7.06
22.84,-20.28,-6.99
23.34,-23.14,-7.32
26.97,-18,-6.67
26.31,-16.41,-6.48
22.73,-19.2,-5.97
23.31,-19.98,-4.95
23.75,-21.29,-4.85
25.33,-19.27,-4.58
27.01,-19.6,-4.57
26.91,-18.84,-4.64
28.55,-17.64,-4.26
31.62,-16.27,-4.4
31.74,-17.21,-5.12
30.81,-13.34,-5.45
31.31,-13.78,-5.89
32.68,-12.21,-6.31
32.53,-11.68,-6.34
29.84,-13.47,-6.29
31.08,-12.54,-5.92
30.71,-12.41,-5.84
31.43,-14.08,-5.68
31.88,-13.11,-5.74
29.64,-10.49,-5.03
29.9,-11.72,-5.14
30.38,-10.89,-4.92
29.35,-11.4,-4.48
29.84,-13.09,-4.62
30.67,-11.77,-4.9
30.59,-14.52,-5.54
31.27,-11.78,-5.07
31.37,-11.01,-4.24
32.86,-12.69,-3.68
32.02,-12.37,-3.71
33.03,-16.72,-4.35
34.97,-11.24,-4.4
32.98,-7.88,-4.72
33.34,-6.54,-4.94
31.84,-8.22,-5.56
30.86,-10.64,-6.03
32.4,-7.05,-6.06
32.63,-7.35,-6.27
33.7,-6.03,-6.58
33.32,-3.83,-6.81
32.2,-4.38,-6.36
30.67,-10.29,-6.71
30.75,-9.28,-6.38
30.1,-7.98,-6.11
30.04,-10.59,-5.86
27.01,-10.02,-5.36
30.62,-9.51,-5.15
31.57,-7.55,-4.62
27.22,-9.82,-4.39
27.01,-8.26,-3.64
28.8,-8.9,-3.14
27.02,-7.46,-3.24
29.9,-9.2,-3.33
31.86,-8,-3.83
32.79,-5.42,-3.6
32.28,-4.44,-3.7
32.14,-4.1,-3.49
33.55,-3.57,-3.45
34.26,-5.03,-3.26
36.35,-4.33,-3.77
36.56,-6.18,-4.55
31.74,-3.39,-4.96
34.75,-2.62,-4.93
35.81,-1.89,-5.07
36.09,-0.39,-5.59
34.07,-2.07,-5.74
34.09,-1.14,-5
31.51,-3.13,-5.32
30.5,-3.52,-5.21
31.31,-8.87,-6.23
32.39,-8.82,-7.22
31.65,-6.64,-7.9
29.93,-5.19,-7.71
26.4,-10.99,-8.27
26.67,-14.96,-8.08
26.92,-13.8,-8.42
25.75,-12.74,-8.27
21.66,-16.04,-8.09
18.83,-20.93,-7.91
20.6,-20.2,-7.32
28.74,-13.18,-6.19
30.7,-8.28,-7.41
32.59,-3.8,-7.87
32.23,-2.06,-9.08
24.83,-7.69,-9.27
20.19,-9.96,-8.21
21.63,-12.73,-7.54
22.2,-14.36,-8.13
24.82,-16.71,-8.68
30.33,-11.77,-8.64
35.24,-2.04,-9.89
33.41,5.88,-10.2
31.84,-0.78,-10.77
28.77,-2.39,-11.2
25.18,-2.15,-10.61
21.94,-6.14,-10.12
22.16,-11.67,-10.07
24.61,-13.99,-10.37
22.19,-14.17,-9.41
21.16,-16.81,-8.89
23.48,-14.87,-7.86
24.76,-15.91,-6.91
24.81,-17.28,-5.55
21.16,-19.13,-4.45
24.88,-20.16,-3.59
23.49,-21.74,-4.64
26.34,-22.73,-6.19
24.52,-23.68,-7.64
29.33,-16.93,-6.76
29.72,-13.87,-5.29
26.44,-16.45,-5.27
26.54,-17.27,-5.4
28.11,-13.03,-3.74
26.75,-14.48,-2.6
26.78,-17.55,-2.33
27.7,-20.9,-2.21
27.24,-24.96,-2.48
24.19,-26.61,-2.88
22.16,-20.01,-2.21
18.87,-25.1,-1.6
23.33,-23.57,0.6
28.07,-16.6,1.46
23.93,-19.25,0.55
23.02,-18.79,0.4
20.4,-18.17,0.22
27.32,-14.19,1.3
31.2,-9.58,0.72
35.57,-8.46,0.16
37.82,-6.54,-1.42
36.87,-4.07,-3.02
33.92,-5.49,-3.99
33.81,-1.97,-3.98
32.51,-0.83,-3.34
31.58,-6.44,-3.73
30.68,-6.93,-3.71
