ui,vi,wi
11.74,-18.3,-16.29
10.88,-22.88,-17.04
9.07,-25.38,-16.69
14.21,-16.82,-16.22
17.44,-21.6,-16.8
13.97,-25.17,-17.67
13.12,-26.53,-16.38
15.33,-20.32,-14.58
21.27,-16.6,-13.99
17.75,-18.01,-13.41
16.2,-18.94,-12.67
25.99,-17.83,-11.84
20.68,-23.04,-12.79
20.95,-20.72,-13.96
24.73,-16.84,-12.58
26.06,-15.11,-11.56
31.41,-9.88,-12.14
26.4,-3.61,-13.02
20.4,-5.58,-11.93
24,-11.38,-13.52
26.09,-21.17,-15.36
24.68,-8.44,-14.66
27.26,-8.96,-13.42
26.67,-9.71,-12.85
25.67,-11.2,-14.22
23.95,-7.34,-13.1
25.08,-11.45,-12.78
19.08,-2.38,-11.62
17.23,-11.77,-9.43
19.66,-19.86,-9.85
27.08,-26.41,-11.48
31.9,-12.82,-11.81
31.98,-8.03,-11.89
27.08,-6.22,-11.39
23.07,-8.28,-11.14
23.5,-13.35,-10.78
28.25,-14.21,-11.24
29.52,-13.92,-13.04
29.22,-8.15,-13.69
24.38,-10.59,-14.2
21.19,-11.57,-13.19
23.35,-13.15,-12.14
23.12,-16.7,-12.14
22.64,-18.32,-12.4
23.54,-12.24,-11.51
22.79,-14.04,-11.06
17.93,-15.79,-11.64
15.65,-18.8,-11.39
15,-19.53,-11.58
14.11,-17.26,-10.37
13.65,-23.07,-10.65
16.31,-20.44,-10.36
17.46,-17.38,-9.36
16.91,-21.32,-9.95
11.62,-21.47,-10.05
10.87,-21.49,-9.48
9.57,-27.22,-10.08
10.11,-24.85,-9.69
8.29,-29.7,-10.47
10.92,-26.22,-9.89
21.07,-25.11,-9.62
22.67,-20.93,-10.04
23.47,-17.99,-10.4
22.96,-14.79,-9.52
23.89,-14.91,-9.18
24.71,-14.31,-8.9
22.86,-19.2,-9.71
22.46,-18.56,-9.55
22.98,-19.25,-9.52
23.59,-18.75,-10.32
24.76,-17.68,-10.86
23.98,-16.02,-10.97
23.68,-14.62,-10.62
22.06,-15.33,-10.33
23.65,-17.62,-11.13
23.99,-16.36,-11.59
25.31,-12.98,-11.78
23.91,-11.4,-11.69
22.84,-16.32,-12.31
21.5,-16.83,-13.03
23.01,-11.05,-12.94
23.65,-11.48,-12.75
23.94,-13.41,-12.96
26.23,-8.14,-12.62
26.81,-11.12,-12.88
25.56,-13.67,-13.68
20.68,-14.06,-13.93
19.89,-15.44,-13.77
19.53,-18.36,-14.06
20.49,-19.3,-13.77
19.33,-17.19,-13.72
18.47,-17.38,-13.42
18.95,-16.13,-12.61
21.09,-19.05,-12.22
21.48,-19.43,-12.95
22.88,-18.62,-13.17
30.06,-17.73,-14.95
32.44,-3.19,-15.45
26.91,-3.42,-13.3
26.09,-6.17,-12.13
26.97,-10.92,-11.35
25.66,-8.48,-9.76
21.74,-2.9,-7.9
21.72,-16.91,-8.19
20.31,-20.07,-9.08
17.88,-18.61,-10.27
19.88,-17.22,-11.6
20.78,-13.65,-11.54
21.65,-11.64,-10.29
18.04,-15.05,-9.39
16.81,-20.27,-9.16
19.75,-20.23,-8.8
20.91,-21.04,-8.59
22.85,-23.93,-8.75
19.85,-23.35,-9.13
21.72,-19.64,-8.01
23.53,-17.4,-7.08
23.99,-16.48,-6.6
24.03,-14.16,-6.39
22.43,-15.17,-6.11
20.37,-10.09,-4.7
15.8,-17.5,-3.26
12.72,-25.83,-4.59
12.41,-23.66,-4.88
18.01,-23.27,-5.07
17.54,-19.87,-5.38
14.28,-21.69,-4.94
11.82,-26.52,-5.26
12.42,-31.13,-6.78
16.33,-25.48,-7.15
11.91,-24.27,-6.74
9.94,-29.08,-6.87
11.74,-31.07,-7.53
10.46,-31.11,-7.85
8.41,-34.37,-8.15
8.4,-35.36,-7.88
13.42,-24.6,-6.35
10.53,-25.07,-5.59
23.68,-15.53,-2.45
24.33,-14.13,-2.69
18.47,-21.75,-3.43
19.01,-18.81,-1.56
19.02,-19.09,-0.19
9.65,-39.76,-4.35
8.51,-31.4,-4.34
11.42,-26.21,-3.42
12.84,-25.77,-3.49
12.79,-26.06,-3.94
12.95,-24.28,-3.94
12.4,-27.34,-4.11
14.04,-29.85,-5.91
9.78,-32.04,-7.73
14.6,-32.68,-8.77
14.66,-24.89,-9.42
19.56,-25.57,-10.15
21.09,-17.14,-9.96
21.02,-17.72,-9.85
24.14,-14.03,-9.5
21.58,-13.86,-9.83
21.29,-13.66,-9.73
19.92,-15.37,-9.56
19.4,-17.6,-9.38
16.77,-16.94,-9.35
16.49,-22.98,-10.42
17.47,-20.18,-10.59
16.88,-20.53,-10.53
15,-22.95,-11.02
9.45,-25.38,-11.53
5.64,-25.9,-11.7
3.32,-26.78,-11.73
1.65,-26.29,-11.52
5.18,-28.25,-11.87
10.05,-25.31,-12.66
10.45,-24.01,-12.77
12.63,-20.41,-12.14
13.75,-20.15,-12.89
15.52,-14.93,-12.22
14.4,-17.4,-11.69
15.21,-17.65,-11.2
15.65,-22.01,-12.39
16.02,-23.06,-13.14
14.19,-20.56,-13.05
13.26,-19.33,-12.75
13.66,-19.07,-12.79
12.55,-18.05,-12.21
12.36,-20.45,-12.45
14.94,-20.99,-13.02
17.01,-19.41,-12.87
18.15,-16.74,-12.42
17.47,-15.75,-12.07
17.44,-14.75,-11.85
18.99,-14.46,-11.67
20.53,-12.53,-11.9
21.71,-11.59,-11.28
21.38,-12.85,-10.9
21.21,-13.64,-10.68
21.73,-13.91,-10.36
22.71,-15.62,-10.04
24.19,-16.3,-10.79
26.5,-13.81,-11.59
28.39,-12.59,-12.32
28.17,-9.21,-12.56
24.5,-4.96,-12.08
22.03,-9.04,-12.06
22.14,-12.77,-12.66
23.87,-10.14,-12.22
25.26,-10.86,-12.16
25.81,-11.97,-12.73
27.85,-10.79,-12.89
29.13,-10.69,-12.73
30.2,-7.9,-12.68
25.69,-8.32,-11.12
27.08,-15.43,-11.8
28.52,-13.84,-12.28
29.99,-9.59,-11.12
25.39,-14.31,-10.1
21.09,-21.18,-9.99
20.54,-22.34,-9.44
20.5,-24.4,-9.29
19.98,-23.94,-9.04
20.24,-24.55,-8.58
20.63,-24.01,-8.98
21.35,-22.92,-9.04
22.7,-22.6,-9.82
21.23,-22.35,-10.01
20.98,-24.28,-10.33
22.28,-22,-9.99
22.67,-23.58,-10.33
20.8,-22.66,-10.14
24.39,-26.32,-10.78
30.4,-22.18,-12.4
30.81,-11.57,-11.5
27.45,-11.36,-9.92
27.8,-14.69,-9.16
30.12,-13.67,-8.17
27.77,-13.93,-7.72
21.79,-15.18,-6.59
17.22,-22.5,-6.19
14.63,-27.58,-6.8
13.93,-29.99,-7.58
18.62,-27.36,-8.85
25.77,-20.64,-8.39
26.56,-16.05,-8.99
25.8,-11.87,-9.49
23.07,-14.67,-9.43
24.52,-16.6,-9.38
24.96,-17.28,-8.89
27.52,-16.52,-9.5
28.97,-10.42,-9.83
29.37,-8,-9.41
31.54,-5.82,-7.45
29.58,-5.08,-7.09
22.86,1.88,-4.89
18.2,-23,-5.91
15.51,-31.14,-8.46
16.69,-27.84,-10.86
19.94,-19.56,-11.86
17.93,-16.36,-11.23
17.92,-19.97,-10.46
18.11,-23.5,-10.96
20.52,-21.52,-11.19
21.61,-20.41,-10.49
23.63,-19.17,-9.94
23.94,-16.48,-9.29
24.69,-16.4,-9.19
21.82,-14.22,-8.64
21.09,-10.96,-6.55
21.13,-20.9,-6.37
19.54,-29.43,-8.69
16.72,-25.95,-10.37
16.08,-24.34,-12.02
23.59,-13.64,-10.65
24.53,-17.17,-10.8
20.44,-18.72,-10.31
16.03,-19.94,-10.63
16.15,-23.97,-12.2
23.34,-20,-11.5
28.01,-14.5,-10.72
22.3,-13.17,-11.91
21.42,-14.03,-12.24
19.27,-13.91,-12.37
18.78,-16.08,-13.4
19.04,-18.32,-14.4
22.74,-20.72,-15.47
24.99,-19.02,-16.93
23.37,-11.25,-17.66
24.8,-12.13,-17.89
24.3,-9.92,-17.46
23.81,-14.09,-17.91
24.89,-5.92,-18.77
24.05,-2.19,-18.18
22.44,-7.39,-17.76
26.7,-9.71,-18.24
20.42,-4.04,-16.61
21.12,-11.2,-15.96
16.01,-13.37,-14.32
16.66,-16.72,-13.84
16.28,-13.98,-13.22
14.09,-15.47,-12.05
17.77,-22.16,-12.23
23.16,-21.68,-12.88
24.55,-26.24,-15.23
32.42,-14.15,-14.23
30.87,-9.36,-15.27
25.97,-8.65,-15.41
20.24,-11.91,-14.44
17.16,-21.48,-14.26
10.67,-8.81,-14.15
2.86,-13.69,-13.92
4.27,-26.81,-14.61
6.47,-34.81,-14.23
10.62,-32.14,-14.65
18.66,-22.46,-16.14
15.13,-9.41,-14.93
11.91,-13.31,-14.14
16.44,-12.76,-12.88
21.52,-15.27,-13.73
23.58,-12.61,-15.17
24.69,-6.04,-16.02
26.34,-5.65,-17.58
28.5,-1.31,-18.52
27.09,-1.42,-19.56
26.02,-0.07,-20.19
15.45,8.55,-17.64
15.29,-9.38,-16.55
20.22,-7.98,-16.4
21.41,-9.33,-16.93
15.34,-8.89,-16.19
9.45,-19.2,-16.76
10.19,-22.98,-17.9
11.27,-18.52,-18.64
12.87,-18.77,-18.25
10.86,-24.27,-18.5
11.28,-31.54,-20.65
12.66,-28.98,-23.88
7.57,-14.57,-22.29
-4.96,-26.57,-18.89
-8.95,-26.96,-16.95
-5.42,-30.29,-16.72
-2.69,-39.91,-16.93
2.42,-23.95,-17.03
20.55,-21.56,-16.82
16.34,-20.25,-15.67
20.87,-18.38,-15.26
25.66,-13.84,-16.43
23.2,-12.75,-16.22
13.8,-15.18,-15.23
18.3,-14.41,-14.6
18.82,-24.23,-15.89
18.19,-19.34,-14.69
11.77,-18.59,-12.67
19.93,-21.53,-11.39
22.91,-20.19,-11.18
22.49,-3.6,-8.6
21.17,-16.34,-9.27
29.71,-14.69,-10.43
23.76,-14.98,-13.42
22.05,-18.42,-14.33
19.21,-14.17,-14.07
3.72,-3.33,-10.66
1.5,-14.86,-8.37
6.29,-24.83,-6.21
8.56,-24.37,-7.85
13.71,-19.72,-8.66
14.02,-23.02,-8.71
18.79,-21.04,-9.41
19.07,-19.93,-10.6
23.81,-23.51,-14.45
21.54,-27.05,-17.31
12.33,-12.5,-15.59
-3.51,-13.57,-15.1
9.73,-33.19,-15.93
15.8,-20.31,-17.24
22.12,-14.75,-15.87
21.67,-20.37,-15.28
21.22,-16.34,-14.86
25.58,-14.83,-14.81
22.98,-6.42,-15.74
21.39,-18.05,-15.97
26.91,-11.46,-13.53
26.78,-3.89,-14.09
23.86,-10.24,-14.71
22.84,-12.98,-15.27
27.99,-12.73,-19.27
28.58,-0.55,-18.57
30.48,-2.76,-20.81
25.68,-2.52,-20.89
12.86,-35.87,-18.94
1.56,-22.49,-16.22
0.95,-25.13,-15.01
6.88,-46.15,-14.71
14.73,-32.28,-12.32
27.6,-14.72,-7.15
19.99,-33.26,-9.78
20.64,-28.61,-11.28
22.48,-20.63,-11.71
26.45,-19.22,-12.63
30.65,-16.61,-14.9
30.36,-15.06,-17.46
-64.38,106.24,6.91
22.72,-29.42,-21.43
-73.42,121.12,3.48
-73.93,64.45,2.16
16.86,-73.28,-26.16
-3.32,-19.33,-19.75
-19.34,-71.93,-17.13
-16.19,-92.47,-19.33
27.28,-31.82,-10.72
25.09,-20.19,-13.22
19.44,-15.09,-14.59
14.04,-15.69,-14.99
10.67,-16.23,-14.97
12.5,-24.76,-17.38
17.1,-15,-18.56
18.58,-16.68,-18.56
23.17,-16.7,-19.14
28.59,-12.22,-19.88
27.08,-9.51,-21.15
-66.02,119.99,5.09
-63.81,133.63,3.81
-62.22,128.55,3.36
-65.41,125.93,2.75
-71.62,126.15,3.53
-71.95,123.01,4.44
-68.57,120.6,3.99
-63.87,128.28,2.55
-65.69,134.35,1.57
-71.59,-25.19,0.25
-73.2,127.53,0.71
-71.58,137.87,1.78
-72.31,124.53,1.35
-72.38,120.22,1.79
-67.84,121.48,3.25
-66.18,126.6,3.99
-70.04,122.26,3.41
-70.98,119.34,4.1
-73.37,114.85,3.75
-71.52,117.87,4.27
-70.45,114.89,3.37
-69.93,112.89,0.67
-75.59,120.65,-0.72
-77.17,119.5,-1.37
-69.97,122.93,-0.12
19.39,-49.98,-24.57
22.43,-16.48,-20.59
25.01,-18.61,-20.3
21.42,-22.29,-21.99
19.33,-22.56,-21.12
18.54,-21.96,-20.64
-76.95,83.7,2.63
-80.09,105.62,3.57
-73.73,122.14,5.21
28.1,-0.02,-19.69
29.86,-10.69,-18.96
32.15,-8.76,-18.46
29.88,-9.92,-17.88
30.29,-8.8,-17.01
26.97,-12.29,-17.21
24.77,-17.42,-16.78
26.94,-16.86,-15.92
25.84,-16.72,-15.59
23.72,-14.18,-14.27
25.39,-16.56,-13.41
28.1,-13.6,-13.44
26.68,-13.77,-14.1
25.64,-13.55,-14.44
27.8,-9.72,-14.32
24.79,-4.56,-12.45
27.19,-0.83,-11.64
31.91,-4.52,-10.85
27.81,-7.84,-9.36
26.37,-14.16,-10.06
26.51,-12.39,-9.72
27.94,-15.46,-9.81
28.34,-13.56,-9.96
26.38,-12.47,-10.13
27.33,-12.67,-9.62
28.9,-13.88,-9.18
28.72,-14.43,-9.09
23.79,-14.64,-10.12
24.26,-12.24,-9.27
25.3,-11.6,-8.62
26.62,-15.31,-8.83
25.22,-16.74,-9.73
28.09,-18.59,-10.6
31.7,-13.15,-11.39
25.39,-11.66,-12.45
23.05,-15.84,-12.79
25.75,-10.83,-12.5
17.65,-12.04,-13.08
17.27,-17.23,-12.72
22.97,-13.65,-11.76
19.87,-13.48,-11.64
19.08,-15.44,-12.6
17.88,-14.98,-11.78
21.11,-21.77,-12.59
23.94,-19.7,-13.65
26.24,-10.75,-12.94
25.7,-9.59,-12.04
22.08,-15.41,-13.96
16.61,-17.08,-15.37
23.37,-14.83,-13.06
22.42,-16.06,-12.19
19.88,-18.98,-12.83
17.69,-15.35,-11.91
10.95,-18.33,-11.6
6.2,-23.06,-11.96
4.14,-25.37,-11.73
8.12,-30.84,-14.07
13.61,-29.15,-15.69
14.78,-18.5,-16
13.18,-16.48,-15.79
13,-18.78,-16.14
16.08,-24.5,-17.14
21.19,-27.13,-18.71
25.09,-5.4,-19.3
21.54,-11.01,-18.29
20.48,-15,-17.63
21.27,-15.31,-16.93
21.58,-17.25,-17.62
18.3,-15.1,-17.24
16.59,-12.37,-16.9
14.71,-16.17,-16.79
15.41,-21.3,-16.71
11.89,-22.91,-16.25
11.18,-21.72,-15.35
14.01,-21.67,-14.62
14.82,-23.79,-15.18
12.14,-26.88,-16.03
16.92,-21.59,-17.6
21.36,-11.61,-17.29
22.26,-15.01,-16.68
20.9,-11.5,-15.63
22.02,-17.71,-16.67
24.17,-14.77,-16.82
25.19,-15.95,-16.84
21.01,-16.03,-16.57
20.06,-18.19,-15.25
22.53,-19.59,-14.96
23.1,-19.37,-14.87
19.74,-20.02,-14.74
17.17,-24.39,-14.52
19.64,-25.22,-14.45
21.61,-23,-14.46
23.08,-20.49,-14.13
24.75,-16.93,-13.22
27.55,-14.82,-12.13
23.36,-18.6,-12.41
23.14,-13.56,-11.94
18.42,-10.37,-10.69
20.17,-17.96,-9.63
21.8,-20.2,-9.74
24.2,-19.39,-10
25.65,-15.15,-10.58
24.1,-8.8,-9.2
24.71,-14.33,-7.97
29.01,-16.49,-9.34
25.22,-17.14,-11.35
29.26,-12.77,-10.65
32.56,-10.93,-10.75
31.72,-9.39,-11.29
30.82,-10.58,-12.19
31.62,-5,-12.36
33.8,-3.93,-12.47
32.67,-7.35,-12.9
33.39,-4.06,-12.06
31.14,-6.09,-11.96
30.62,-7.49,-12.06
26.15,-10.23,-12.84
24.71,-9.77,-12.61
23.01,-9.71,-11.79
21.69,-13.36,-11.72
20.45,-14.91,-11.69
21.54,-16.64,-11.9
22.89,-15.64,-11.23
25.34,-17.07,-12.05
26.22,-11,-12.24
22.89,-7.2,-10.99
23.66,-12.17,-10.85
25.27,-14.85,-11.93
24.39,-15.58,-13.11
23.87,-10.89,-12.41
25.1,-15.41,-12.56
24,-16.13,-12.76
20.91,-16.76,-12.36
21.55,-20.52,-12.56
24.5,-17.78,-12.22
25.05,-11.25,-12.11
27.95,-11,-12.08
28.46,-8.22,-11.77
29.22,-8.2,-11.51
28.97,-5.12,-10.53
26.47,-7.72,-9.71
24.21,-6,-8.49
22.29,-8.71,-7.23
22.66,-15.72,-7.06
22.05,-18.59,-7.23
19.6,-20.62,-7.77
20.42,-19.51,-7.8
20.62,-17.63,-8.19
20.18,-18.47,-8.85
22.18,-17.65,-9.25
24.64,-15.88,-9.58
26.89,-12.67,-10.36
25.9,-12.47,-10.93
21.75,-12.86,-10.99
20.23,-14.65,-11.03
20.83,-14.96,-11.1
20.5,-16,-11.33
20.07,-16.1,-11.08
21.12,-15.6,-10.58
23.1,-17.17,-10.75
22.89,-14.96,-10.78
22.32,-13.48,-10.64
23.26,-15.39,-10.34
24.09,-12.95,-10.08
26.53,-13.52,-10.32
25.77,-11.17,-10.15
23.04,-9.59,-9.08
20.93,-11.6,-8.31
20.03,-13.7,-8.32
22.93,-14.46,-8.57
24.36,-16.91,-9.36
25.85,-14.5,-9.89
20.68,-14.68,-9.8
13.19,-19.43,-10.66
12.92,-17.53,-8.88
14.96,-19.21,-7.52
19.41,-19.19,-6.23
16.43,-15.19,-4.75
22.66,-16.65,-3.93
24.87,-19.96,-4.83
19.02,-12.58,-4.77
15.63,-16.03,-2.69
12.71,-31.75,-5.73
6.66,-25.76,-7.03
10.61,-23.36,-6.56
17.1,-21.11,-6.26
16.54,-23.1,-7.38
18.82,-22.81,-7.75
14.22,-24.14,-9.04
8.07,-28.05,-9.61
5.84,-34.96,-9.58
16.04,-37.4,-13.23
19.31,-22.58,-12.75
18.74,-14.19,-12.86
19.26,-12.92,-12.09
20.12,-12.98,-11.47
20.01,-14.54,-10.93
20.04,-13.91,-11.29
26.78,-8.09,-11.18
26.26,-5.02,-10.64
28.2,-9.2,-11.1
25.22,-10.92,-11.84
21.17,-6.19,-11.63
19.86,-8.59,-10.74
19.91,-13.95,-11.76
21.67,-11.57,-13.11
18.79,-12.8,-13.44
18.28,-14.71,-14.49
18.15,-16.54,-15.18
19.16,-14.77,-15.46
17.87,-12.97,-14.94
17.25,-15.65,-14.78
18.87,-13.77,-14.36
20.08,-14.72,-14.19
21.96,-15.4,-14.47
20.75,-11.88,-13.65
18.46,-13.16,-13.39
18.6,-13.31,-12.91
18,-15.31,-12.91
22.7,-20.79,-14.7
18.51,-10.98,-16.15
15.72,-5.02,-15.83
17.74,-8,-14.95
19.16,-9.49,-13.54
22.28,-9.75,-12.73
20.94,-8.77,-12.57
20.27,-12.02,-12.85
20.72,-11.97,-12.36
20.98,-11.69,-12.14
22.78,-13.08,-12.1
21.61,-13,-12.83
21.51,-14.26,-13.02
21.6,-15.08,-13.52
18.83,-12.84,-14.29
17.26,-15.63,-14.38
19.26,-17.39,-13.8
18.03,-12.41,-13.25
15.8,-15.72,-12.74
14.79,-17.98,-13.21
15.69,-17.57,-13.25
18.71,-19.17,-13.45
18.65,-16.46,-13.31
18.41,-21.04,-14.12
18.15,-18.3,-13.92
15.43,-11.4,-12.66
15.78,-21.22,-13.67
14.79,-20.72,-13.79
11.86,-17.81,-13.13
11.01,-20.44,-12.34
9.01,-22.94,-12.77
9.75,-22.77,-13.16
11.07,-24.67,-13.49
10.89,-24.84,-13.5
10.91,-27.36,-14.2
8.95,-27.74,-14.65
5.6,-27.48,-14.5
11.76,-40.8,-16.36
13.89,-25.35,-17.6
13.85,-22.23,-15.81
15.49,-26.57,-15.77
17.46,-22.84,-14.79
25.59,-18.58,-14.98
23.49,-20.77,-16.46
14.38,-19.43,-16.48
20.99,-19.94,-16.09
16.03,-20.09,-15.14
13.43,-27.5,-16.07
14.7,-24.74,-15.43
16.15,-19.01,-15.7
13.23,-18.93,-14.43
7.12,-29.08,-14.83
16.48,-19.98,-15.78
15.66,-22.6,-15.76
13.78,-19.94,-17
19.03,-16.53,-17.8
19.96,-17.86,-18
22.69,-13.08,-17.31
26.44,-7.31,-19.35
20.52,-0.91,-19.99
23.75,-1.1,-15.35
19.06,-3.95,-11.11
20.84,-13.77,-9.36
15.07,-17.59,-9.72
11.85,-21.61,-9.95
11.21,-23.4,-10.53
10.63,-25.18,-10.26
9.92,-27.62,-10.61
12.5,-36.55,-12.03
17.1,-33.12,-13.18
16.62,-21.47,-13.16
8.89,-21.74,-12.82
8.87,-21.81,-13.97
4.86,-20.85,-15.19
0.36,-14.27,-14.65
1.29,-25.75,-16.74
5.44,-28.86,-19.05
7.28,-20.09,-18.42
10.28,-25.5,-18.16
10.28,-26,-21.68
10.47,-14.14,-21.96
15.53,-10.06,-21.61
-76.02,108.31,4.17
-69.27,134.01,4.76
26.21,4.37,-19.86
27.3,-2.75,-18.93
24.69,-3.39,-17.69
24.17,-8.67,-17.55
18.83,-10.25,-16.45
18.74,-14.07,-16.91
14.31,8.96,-15.74
15.71,-32.22,-16.26
-70.57,130.51,4.07
-73.93,128.65,3.85
-71.98,121.26,4.2
-71.36,119.6,5.52
25.11,-9,-22.08
-70.06,120.18,5.03
19.73,-7.68,-21.14
-71.69,120.97,5.59
24.66,-5.46,-21.63
23.22,-4.7,-20.52
37.09,-7.43,-22.68
17.81,10.04,-16.62
0.3,-8.29,-14.4
1.45,-19.22,-17.8
0.8,-24.82,-18.79
-5.53,-24.24,-16.39
-0.06,-32.8,-14.41
-1.42,-35.25,-13.4
36.26,-11.78,-9.62
48.37,7.41,-8.69
30.81,13,-7.55
52.4,27,-1.87
31.2,-2.01,-7.59
45.15,8.96,-8.09
37.51,13.59,-9.18
33.55,4.06,-9.53
31.03,-7.94,-11.52
20.3,-5.76,-11.56
17.84,-6.2,-9.01
22.04,-11.78,-7.67
34.31,-19.2,-10.51
31.48,-6.61,-13.15
25.74,-11.64,-13.9
26.21,-21.77,-16.05
17.27,-7.3,-15.44
32.66,-0.96,-12.15
32.76,-8.7,-14.15
32.54,-4.53,-14.84
30.25,-1.98,-14.31
27.82,-3.84,-14.91
29.68,-6.76,-15.28
28.78,-2.83,-15.26
27.95,-8.85,-15.31
27.94,-5.35,-15.01
9.32,-1.43,-12.27
6.15,-25.93,-11.39
17.38,-19.13,-8.61
24.66,-25.11,-9.49
22.71,-24.62,-11.87
9.64,-24.18,-10.13
10.64,-27.31,-10.83
27.03,-16.14,-9.23
25.97,-2.75,-11.12
18.46,-3.74,-9.97
17.36,-9.81,-8.74
15.82,-17.26,-8.64
22.79,-14.6,-7.63
32.17,-8.31,-9.55
33.36,11.9,-9.79
23.45,5.95,-9.32
19.94,-5.26,-10.17
17.44,-11.35,-11.3
21.23,-5.95,-12.51
21.5,-10.92,-14.03
23.58,-13.01,-15.23
24.92,-1.71,-15.36
24.27,-3.06,-15.63
26.41,-6.2,-16.19
20.73,-5.54,-17.05
18.32,-1.99,-16.27
17.82,-4.12,-15.84
20.82,-6.59,-15.5
24,-12.22,-16.3
26.19,-4.95,-16.31
27.62,-0.82,-14.24
26.43,-13.53,-14.23
24.67,-18.61,-15.19
24.88,-19.63,-16.21
25.07,-7.5,-14.85
22.1,-10.4,-14.85
21.61,-10.19,-14.09
22.01,-14.08,-15.61
25.14,-14.8,-16.13
29.36,-7.79,-15.53
31.22,-6.44,-15.58
32.79,-5.3,-15.9
29.87,-6.67,-16.82
27.46,-10.86,-17.07
26.94,-11.6,-17.68
20.12,-16.14,-18.94
21.89,-10.62,-17.95
23.81,-5.11,-15.2
18.98,-22.46,-16.02
21.25,-20.73,-16.39
25.57,-18.54,-16.95
32.25,-15.74,-18.16
28.62,-6.14,-19.36
8.67,-13.52,-17.42
3.86,-24.68,-18.04
-1.12,-25.09,-18.7
12.53,-29.52,-19.84
15.06,-25.43,-22.79
-77.72,107.62,4.38
14.95,-18.95,-21.41
9.61,-27.08,-20.44
-4.07,-44.52,-21.12
-5.06,-50.88,-23.25
-0.21,-31.69,-25.66
2.76,-30.59,-24.85
-2.81,-28.77,-22.29
5.63,-36.75,-19.6
-6.6,-43.14,-19.28
-6.05,-34.08,-19.04
-17.49,-50.03,-20.52
19.55,-11.83,-14
14.1,-9.68,-15.26
19.33,-12.69,-13.97
20.8,-11.73,-14.44
22.09,-16.25,-15.43
24.47,-19.05,-16.34
20.5,-21.23,-17.48
18.34,-24.7,-18.99
16.74,-20.71,-19.02
22.1,-15.86,-18.55
13.84,-9.71,-16.82
-4.21,-46.31,-20.56
-12.17,-62.11,-22.14
14.41,-9.7,-12.46
12.92,-27.37,-14.2
10.92,-25.85,-15.53
6.4,-27.92,-15.6
7.71,-26.33,-16.22
7.76,-19.11,-17.4
6.04,-21.83,-18.17
3.71,-26.04,-19.29
2.21,-24.35,-20.52
8.9,-26.11,-18.91
10.24,-25.14,-19.11
6.85,-22.05,-20.62
-8.33,-31.71,-22.19
-8.23,-18.1,-17.91
-8.85,-10.36,-17.8
-20.43,-38,-18.78
-11.52,-40.03,-21.1
-8.33,-37.46,-21.56
13.67,-29.46,-22.7
-74.17,102.54,3.29
-78.64,104.74,2.31
-85.14,106.13,1.83
-85.24,107.64,2.96
14.56,-22.06,-22.86
14.31,-23.89,-22.13
11.89,-21.71,-21.7
9.24,-18.06,-21.5
4.25,-21.82,-21.95
3.28,-23.08,-22.14
4.66,-28.79,-22.4
3.4,-31.99,-24.95
-84.03,111.48,-0.62
-74.43,124.4,-0.79
-76.5,120.55,0.41
-78.6,125.07,2.13
-82.43,113.13,1.82
-80.59,108.11,2.24
-80.28,107.07,1.67
-81.48,110.4,-0.07
-80.25,111.46,-0.52
-77.98,112.58,-0.59
-75.01,119.5,-0.25
-72.36,105.48,-1.27
-74.45,101.67,-3.07
-73.09,110.2,-1.95
-70.66,126.59,-3.7
-41.48,135.96,-3.27
-89.49,102.36,-0.59
-80.39,101.8,-1.27
-80.66,119.49,0.96
-70.18,98.89,-1.3
-71.63,110.82,-1.39
-70.57,109.57,-0.51
-70.76,111.72,1.33
-73.95,108.03,1.78
-71.04,111.8,0.25
-71.31,-27.12,1.3
-75.83,122.45,3.02
-73.83,121.34,5.43
23.21,-3.08,-19.52
24.21,-9.94,-19.59
19.16,-1.45,-18.27
17.59,-17.75,-18.28
22.35,-14.78,-19.28
21.81,-9.9,-20.17
22.52,-8.13,-19.79
18.98,-8.69,-20.12
15.09,-12.14,-20.26
11.18,-13.05,-19.41
15.11,-15.22,-18.74
21.21,-10.86,-18.29
27.02,-8.65,-18.19
27.87,-2.8,-17.63
25.4,-8.5,-17.77
26.32,-9.42,-18.76
26.32,-1.62,-18.05
16.06,-3.31,-16.96
13.38,-3.75,-15.41
12.73,-4.66,-12.81
12.46,-11.95,-12.89
21.99,-7.17,-13.98
19.16,-0.53,-14.53
20.27,-10.18,-16.35
24.14,-2.8,-17.59
22.4,-5.18,-17.77
22.54,-6.56,-17.51
23.9,-5.52,-17.56
21.77,-7.73,-18.27
18.44,-4.59,-16.98
18.49,-6.08,-15.67
25.16,-3.1,-15.77
22.81,-8.76,-15.16
28.46,2.15,-15.38
29.23,10.27,-14.19
26.23,11.88,-12.99
12.22,-1.95,-13.21
6.04,-7.42,-12.91
7.69,-14.72,-12.76
14.46,-23.09,-15.78
18.33,-18.4,-16.82
20.78,-10.8,-17.07
21.23,-9.14,-16.76
19.66,-11.17,-17.45
16.67,-10.85,-17.24
13.36,-11.97,-16.21
14.3,-14.52,-15.31
13.45,-14.07,-15.1
11.89,-9.03,-14.75
12.38,-16.35,-15.06
18.14,-17.43,-15.64
18.86,-15.77,-16.4
20.21,-9.93,-18.13
21.75,-8.75,-19.03
18.98,-11.17,-19.15
19.46,-12.62,-19.47
18.58,-9.37,-20.02
